term_id,term_str,n
1859,quality,26
1860,dump,26
1861,printers,26
1862,settle,26
1863,frank,26
1864,resume,26
1865,showing,26
1866,china,26
1867,whoever,26
1868,pound,26
1869,package,26
1870,speaker,26
1871,grown,26
1872,ends,26
1873,45,26
1874,aww,26
1875,secretary,26
1876,l,26
1877,classy,26
1878,dated,25
1879,kapoor,25
1880,copies,25
1881,responsibility,25
1882,leader,25
1883,expecting,25
1884,dear,25
1885,dah,25
1886,lips,25
1887,ordered,25
1888,balloon,25
1889,cheer,25
1890,staying,25
1891,difficult,25
1892,shhh,25
1893,firing,25
1894,hudson,25
1895,knowing,25
1896,dundie,25
1897,shopping,25
1898,wet,25
1899,example,25
1900,complicated,25
1901,radio,25
1902,environment,25
1903,oooh,25
1904,liar,25
1905,drove,25
1906,insurance,25
1907,brings,25
1908,guitar,25
1909,cupcakes,25
1910,brown,25
1911,disappointed,25
1912,beets,25
1913,ohhh,25
1914,reports,25
1915,nashua,25
1916,grade,25
1917,exact,25
1918,scarn,25
1919,ourselves,25
1920,traffic,25
1921,x,25
1922,blind,25
1923,complaint,25
1924,yay,25
1925,drama,25
1926,fighting,24
1927,picking,24
1928,jealous,24
1929,returns,24
1930,sat,24
1931,doubt,24
1932,poster,24
1933,ton,24
1934,covers,24
1935,weak,24
1936,teacher,24
1937,aunt,24
1938,pulled,24
1939,sending,24
1940,forehead,24
1941,utica,24
1942,within,24
1943,related,24
1944,page,24
1945,bears,24
1946,dry,24
1947,spanish,24
1948,burned,24
1949,project,24
1950,seemed,24
1951,block,24
1952,pointing,24
1953,ruin,24
1954,concerned,24
1955,slaps,24
1956,ended,24
1957,protect,24
1958,embarrassing,24
1959,isnt,24
1960,gestures,24
1961,poison,24
1962,however,24
1963,exist,24
1964,lock,24
1965,soft,24
1966,sugar,24
1967,bat,24
1968,strangler,24
1969,depression,24
1970,password,24
1971,peanut,24
1972,view,24
1973,chips,24
1974,considered,24
1975,plant,24
1976,relationships,24
1977,shooting,24
1978,yourselves,24
1979,doors,24
1980,beesly,24
1981,thoughts,24
1982,limit,24
1983,flying,24
1984,truly,24
1985,saving,24
1986,energy,23
1987,stroller,23
1988,fail,23
1989,property,23
1990,replace,23
1991,pieces,23
1992,philadelphia,23
1993,purpose,23
1994,sigh,23
1995,harry,23
1996,kicked,23
1997,pops,23
1998,blame,23
1999,wallet,23
2000,agent,23
2001,follows,23
2002,diversity,23
2003,hunter,23
2004,ms,23
2005,murder,23
2006,whos,23
2007,sec,23
2008,holiday,23
2009,suppose,23
2010,soul,23
2011,behavior,23
2012,tallahassee,23
2013,term,23
2014,prefer,23
2015,officially,23
2016,chat,23
2017,pair,23
2018,diary,23
2019,hiding,23
2020,judge,23
2021,connection,23
2022,eighty,23
2023,operation,23
2024,crack,23
2025,county,23
2026,ups,23
2027,soup,23
2028,prepared,23
2029,shrute,23
2030,regret,23
2031,destroy,23
2032,ping,23
2033,sue,23
2034,evening,23
2035,fool,23
2036,willing,23
2037,taught,23
2038,reveal,23
2039,natural,23
2040,brothers,23
2041,interrupt,23
2042,lift,23
2043,nights,23
2044,signs,23
2045,chinese,23
2046,including,23
2047,changing,23
2048,manage,23
2049,exit,23
2050,terms,23
2051,lay,22
2052,aah,22
2053,allow,22
2054,breathing,22
2055,aids,22
2056,everywhere,22
2057,folder,22
2058,outta,22
2059,winning,22
2060,funeral,22
2061,steve,22
2062,u,22
2063,capable,22
2064,urine,22
2065,pies,22
2066,joins,22
2067,executive,22
2068,bond,22
2069,notes,22
2070,approaches,22
2071,25,22
2072,h,22
2073,mate,22
2074,describe,22
2075,tosses,22
2076,drew,22
2077,industry,22
2078,waitress,22
2079,shoe,22
2080,learning,22
2081,sweater,22
2082,7,22
2083,bite,22
2084,volume,22
2085,computers,22
2086,issues,22
2087,mouths,22
2088,tired,22
2089,joking,22
2090,supply,22
2091,hung,22
2092,lied,22
2093,expense,22
2094,mention,22
2095,referring,22
2096,perhaps,22
2097,george,22
2098,interest,22
2099,helps,22
2100,complete,22
2101,language,22
2102,weirdo,22
2103,click,22
2104,younger,22
2105,pitch,22
2106,flenderson,22
2107,ears,22
2108,queen,22
2109,touching,22
2110,lord,22
2111,gotcha,22
2112,divorced,22
2113,build,22
2114,thin,22
2115,loyalty,21
2116,9,21
2117,8,21
2118,flash,21
2119,somehow,21
2120,motions,21
2121,raised,21
2122,speed,21
2123,popular,21
2124,owner,21
2125,society,21
2126,created,21
2127,lazy,21
2128,feed,21
2129,guest,21
2130,dropped,21
2131,snaps,21
2132,rain,21
2133,cheering,21
2134,tip,21
2135,oven,21
2136,stock,21
2137,opinion,21
2138,branches,21
2139,wuphf,21
2140,practice,21
2141,eleven,21
2142,cars,21
2143,birth,21
2144,paperwork,21
2145,reminds,21
2146,robot,21
2147,ew,21
2148,mirror,21
2149,gah,21
2150,outfit,21
2151,mexico,21
2152,soccer,21
2153,stripper,21
2154,answering,21
2155,herpes,21
2156,actual,21
2157,f,21
2158,grandfather,21
2159,warning,21
2160,promotion,21
2161,shots,21
2162,pig,21
2163,finished,21
2164,mmmm,21
2165,closet,21
2166,someday,21
2167,statement,21
2168,sweetie,21
2169,downstairs,21
2170,non,21
2171,unbelievable,21
2172,permission,21
2173,sea,21
2174,divorce,21
2175,social,21
2176,lover,21
2177,spin,21
2178,jumping,21
2179,nailed,21
2180,imitates,21
2181,wouldnt,21
2182,design,21
2183,franklin,21
2184,duh,21
2185,booze,21
2186,lifts,21
2187,pens,21
2188,spray,21
2189,opened,21
2190,incredibly,20
2191,gorgeous,20
2192,esther,20
2193,potential,20
2194,nurse,20
2195,laptop,20
2196,alarm,20
2197,base,20
2198,member,20
2199,spending,20
2200,mood,20
2201,itself,20
2202,nate,20
2203,suddenly,20
2204,ma,20
2205,considering,20
2206,cents,20
2207,carry,20
2208,annoying,20
2209,soda,20
2210,expected,20
2211,tongue,20
2212,bam,20
2213,sticks,20
2214,finding,20
2215,presents,20
2216,bump,20
2217,pulling,20
2218,football,20
2219,commission,20
2220,season,20
2221,switch,20
2222,hurts,20
2223,letting,20
2224,church,20
2225,hadn,20
2226,duck,20
2227,prepare,20
2228,punches,20
2229,sensei,20
2230,refrigeration,20
2231,shoots,20
2232,haha,20
2233,managers,20
2234,bang,20
2235,serve,20
2236,gather,20
2237,lap,20
2238,budget,20
2239,row,20
2240,guilty,20
2241,offense,20
2242,knee,20
2243,carrying,20
2244,stopping,20
2245,ocean,20
2246,staring,20
2247,easier,20
2248,pitched,20
2249,giggling,20
2250,drawer,20
2251,device,20
2252,community,20
2253,sh,20
2254,main,20
2255,models,20
2256,heck,20
2257,breathe,20
2258,fixed,20
2259,battle,20
2260,broccoli,20
2261,perfectly,20
2262,disease,20
2263,bro,20
2264,diwali,20
2265,costs,20
2266,youll,20
2267,blackberry,19
2268,sake,19
2269,scream,19
2270,general,19
2271,chose,19
2272,nature,19
2273,memory,19
2274,schedule,19
2275,matters,19
2276,appointment,19
2277,healthy,19
2278,cupcake,19
2279,cooler,19
2280,sprinkles,19
2281,west,19
2282,engagement,19
2283,checking,19
2284,dumped,19
2285,guarantee,19
2286,freedom,19
2287,gould,19
2288,site,19
2289,incredible,19
2290,chuckling,19
2291,sensitive,19
2292,everyday,19
2293,separate,19
2294,north,19
2295,mile,19
2296,according,19
2297,6,19
2298,yell,19
2299,alan,19
2300,evil,19
2301,g,19
2302,necessary,19
2303,slide,19
2304,qualified,19
2305,uses,19
2306,jury,19
2307,blonde,19
2308,silly,19
2309,gesture,19
2310,shaking,19
2311,horn,19
2312,slept,19
2313,wig,19
2314,rep,19
2315,friendship,19
2316,typing,19
2317,secrets,19
2318,shocked,19
2319,pee,19
2320,pats,19
2321,ben,19
2322,split,19
2323,nephew,19
2324,promoted,19
2325,bored,19
2326,monitor,19
2327,dates,19
2328,jazz,19
2329,texting,19
2330,version,19
2331,finds,19
2332,session,19
2333,trained,19
2334,fart,19
2335,pump,19
2336,uhm,19
2337,grand,19
2338,tires,19
2339,zone,19
2340,mo,19
2341,doll,19
2342,net,19
2343,applauds,19
2344,tells,19
2345,fantasy,19
2346,faster,19
2347,grandmother,19
2348,sets,19
2349,seventy,19
2350,track,19
2351,bullet,19
2352,beginning,19
2353,sorta,19
2354,skills,19
2355,lobby,19
2356,coal,19
2357,losers,19
2358,victim,19
2359,major,19
2360,speaks,19
2361,remain,19
2362,200,19
2363,guns,19
2364,knees,19
2365,stars,19
2366,spread,19
2367,gang,19
2368,fashion,19
2369,process,19
2370,event,19
2371,wise,19
2372,friendly,19
2373,breast,18
2374,nonsense,18
2375,customers,18
2376,dig,18
2377,cap,18
2378,500,18
2379,burning,18
2380,accidentally,18
2381,thumbs,18
2382,title,18
2383,fridge,18
2384,coupon,18
2385,deer,18
2386,mocking,18
2387,whew,18
2388,cancer,18
2389,dr,18
2390,rough,18
2391,treated,18
2392,shape,18
2393,perform,18
2394,volleyball,18
2395,joe,18
2396,option,18
2397,include,18
2398,fiance,18
2399,sounded,18
2400,available,18
2401,tone,18
2402,held,18
2403,match,18
2404,audition,18
2405,states,18
2406,responsible,18
2407,files,18
2408,blues,18
2409,solid,18
2410,impressed,18
2411,options,18
2412,cd,18
2413,cart,18
2414,softly,18
2415,enemy,18
2416,heavy,18
2417,travel,18
2418,cutting,18
2419,aj,18
2420,heading,18
2421,growing,18
2422,coach,18
2423,flag,18
2424,wont,18
2425,forms,18
2426,offered,18
2427,disaster,18
2428,appears,18
2429,various,18
2430,types,18
2431,brian,18
2432,twins,18
2433,lawyer,18
2434,idiots,18
2435,casual,18
2436,sentence,18
2437,taps,18
2438,pans,18
2439,assume,18
2440,bacon,18
2441,resources,18
2442,helped,18
2443,limo,18
2444,stacy,18
2445,eggs,18
2446,knocking,18
2447,urgent,18
2448,chanting,18
2449,enormous,18
2450,easily,18
2451,print,18
2452,alert,18
2453,resolution,18
2454,tune,18
2455,alliance,18
2456,commercial,18
2457,plastic,18
2458,flashback,18
2459,folks,18
2460,becomes,18
2461,winter,18
2462,neighborhood,18
2463,shouting,18
2464,stolen,18
2465,passes,18
2466,smoking,18
2467,clap,18
2468,ours,18
2469,mallard,18
2470,hated,18
2471,mission,18
2472,americans,18
2473,themselves,17
2474,direction,17
2475,below,17
2476,sides,17
2477,opposite,17
2478,offers,17
2479,fives,17
2480,bride,17
2481,falling,17
2482,fourth,17
2483,trees,17
2484,eventually,17
2485,dvd,17
2486,electric,17
2487,belsnickel,17
2488,glee,17
2489,juice,17
2490,belly,17
2491,crotch,17
2492,mi,17
2493,ooo,17
2494,discovered,17
2495,pathetic,17
2496,treasure,17
2497,classes,17
2498,risk,17
2499,chip,17
2500,professor,17
2501,blinds,17
2502,aid,17
2503,goal,17
2504,shove,17
2505,signal,17
2506,sudden,17
2507,cab,17
2508,adult,17
2509,sport,17
2510,inventory,17
2511,attitude,17
2512,talent,17
2513,adults,17
2514,impressive,17
2515,microwave,17
2516,popcorn,17
2517,11,17
2518,replacement,17
2519,toaster,17
2520,cups,17
2521,gum,17
2522,bull,17
2523,products,17
2524,swim,17
2525,profit,17
2526,psst,17
2527,cord,17
2528,sharp,17
2529,psyched,17
2530,penny,17
2531,random,17
2532,signature,17
2533,dials,17
2534,ideal,17
2535,lincoln,17
2536,career,17
2537,legal,17
2538,chili,17
2539,testing,17
2540,leadership,17
2541,mistakes,17
2542,desks,17
2543,mister,17
2544,jail,17
2545,awkwardly,17
2546,lived,17
2547,couch,17
2548,du,17
2549,hiring,17
2550,banana,17
2551,particular,17
2552,busted,17
2553,400,17
2554,receipt,17
2555,labor,17
2556,pad,17
2557,pond,17
2558,astrid,17
2559,yellow,17
2560,envelope,17
2561,uncle,17
2562,holy,17
2563,louder,17
2564,actor,17
2565,cheek,17
2566,wears,17
2567,bites,17
2568,plate,17
2569,drum,17
2570,shout,17
2571,ummm,17
2572,rips,17
2573,invented,17
2574,hurry,17
2575,costa,17
2576,balloons,17
2577,pa,17
2578,helene,17
2579,fruit,17
2580,dumpster,17
2581,wasted,16
2582,mommy,16
2583,matt,16
2584,minority,16
2585,nervously,16
2586,smaller,16
2587,cook,16
2588,physical,16
2589,slightly,16
2590,ski,16
2591,honeymoon,16
2592,annoyed,16
2593,financial,16
2594,nap,16
2595,magazine,16
2596,rundown,16
2597,homeless,16
2598,jims,16
2599,kathy,16
2600,buttons,16
2601,weekends,16
2602,letters,16
2603,chuck,16
2604,feast,16
2605,superior,16
2606,planet,16
2607,rob,16
2608,presses,16
2609,cast,16
2610,yah,16
2611,host,16
2612,administrator,16
2613,brenda,16
2614,guh,16
2615,pizzas,16
2616,bean,16
2617,pretending,16
2618,devon,16
2619,shipping,16
2620,songs,16
2621,devil,16
2622,pong,16
2623,reference,16
2624,orange,16
2625,bath,16
2626,goat,16
2627,ding,16
2628,otherwise,16
2629,pledge,16
2630,champ,16
2631,pleased,16
2632,stepped,16
2633,jelly,16
2634,windows,16
2635,grew,16
2636,struggling,16
2637,task,16
2638,planned,16
2639,memories,16
2640,sobbing,16
2641,brand,16
2642,comments,16
2643,decisions,16
2644,shotgun,16
2645,breasts,16
2646,writes,16
2647,precious,16
2648,improv,16
2649,kissed,16
2650,rooms,16
2651,pyramid,16
2652,cops,16
2653,malone,16
2654,buffalo,16
2655,beard,16
2656,christian,16
2657,hitting,16
2658,heres,16
2659,firm,16
2660,defense,16
2661,parts,16
2662,scheduled,16
2663,dentist,16
2664,chill,16
2665,mumbling,16
2666,apply,16
2667,product,16
2668,thursday,16
2669,insulting,16
2670,hunting,16
2671,showed,16
2672,earned,16
2673,pow,16
2674,rolling,16
2675,toys,16
2676,blanket,16
2677,motion,16
2678,sam,16
2679,snowball,16
2680,googi,16
2681,failed,16
2682,core,16
2683,pin,16
2684,artist,16
2685,lovers,16
2686,cries,16
2687,skip,16
2688,guard,16
2689,culture,16
2690,pre,16
2691,lines,16
2692,14,16
2693,adorable,16
2694,isabel,16
2695,flip,16
2696,log,16
2697,positive,16
2698,wanting,16
2699,south,16
2700,chief,16
2701,mountain,16
2702,croak,16
2703,vote,16
2704,crisis,16
2705,connecticut,16
2706,grief,16
2707,heat,16
2708,desert,16
2709,airplane,16
2710,receive,16
2711,brilliant,16
2712,math,16
2713,90,16
2714,aside,16
2715,pauses,16
2716,repeat,15
2717,suggestions,15
2718,angel,15
2719,miracle,15
2720,teams,15
2721,agenda,15
2722,bum,15
2723,beesley,15
2724,yikes,15
2725,attracted,15
2726,bone,15
2727,medicine,15
2728,cindy,15
2729,oops,15
2730,officer,15
2731,competition,15
2732,brave,15
2733,telephone,15
2734,scale,15
2735,sauce,15
2736,forth,15
2737,personally,15
2738,anger,15
2739,insist,15
2740,odd,15
2741,ravi,15
2742,rent,15
2743,effect,15
2744,weve,15
2745,workspace,15
2746,bagel,15
2747,former,15
2748,shy,15
2749,partner,15
2750,jordan,15
2751,garden,15
2752,mary,15
2753,candle,15
2754,united,15
2755,rica,15
2756,whack,15
2757,espresso,15
2758,plop,15
2759,agency,15
2760,clue,15
2761,til,15
2762,committed,15
2763,grandma,15
2764,square,15
2765,ignore,15
2766,metal,15
2767,steals,15
2768,clump,15
2769,mafia,15
2770,yoga,15
2771,deck,15
2772,watches,15
2773,supplier,15
2774,anytime,15
2775,goodnight,15
2776,grabbing,15
2777,mexican,15
2778,billy,15
2779,pages,15
2780,eric,15
2781,solution,15
2782,medical,15
2783,remembered,15
2784,warmer,15
2785,rumor,15
2786,aware,15
2787,tricks,15
2788,donuts,15
2789,purple,15
2790,illegal,15
2791,concern,15
2792,karate,15
2793,sunday,15
2794,flavor,15
2795,supplies,15
2796,fully,15
2797,blank,15
2798,complaints,15
2799,trunk,15
2800,audience,15
2801,weapons,15
2802,lewis,15
2803,yum,15
2804,bank,15
2805,eaten,15
2806,fortune,15
2807,map,15
2808,interviewing,15
2809,makeup,15
2810,routine,15
2811,snack,15
2812,tractor,15
2813,pros,15
2814,sasha,15
2815,afford,15
2816,forgive,15
2817,facts,15
2818,authority,15
2819,estate,15
2820,deserves,15
2821,shaped,15
2822,shelf,15
2823,advantage,15
2824,convention,15
2825,reviews,15
2826,badly,15
2827,sometime,15
2828,laundry,15
2829,shoulders,15
2830,gray,15
2831,mix,15
2832,justin,15
2833,colors,15
2834,jr,15
2835,lottery,15
2836,jackson,15
2837,managed,15
2838,mystery,15
2839,jamaican,15
2840,mid,14
2841,bee,14
2842,60,14
2843,groin,14
2844,baler,14
2845,cheat,14
2846,evidence,14
2847,mikanos,14
2848,false,14
2849,march,14
2850,priority,14
2851,bottles,14
2852,kicking,14
2853,formal,14
2854,choices,14
2855,standard,14
2856,disco,14
2857,hah,14
2858,marketing,14
2859,bomb,14
2860,reveals,14
2861,billion,14
2862,counseling,14
2863,toothbrush,14
2864,honesty,14
2865,sail,14
2866,richard,14
2867,watched,14
2868,details,14
2869,usual,14
2870,wave,14
2871,industrial,14
2872,underneath,14
2873,clown,14
2874,inch,14
2875,bachelor,14
2876,celebration,14
2877,original,14
2878,tag,14
2879,education,14
2880,stapler,14
2881,junior,14
2882,approaching,14
2883,grave,14
2884,panic,14
2885,shell,14
2886,hooters,14
2887,silent,14
2888,spring,14
2889,conflict,14
2890,pamela,14
2891,whom,14
2892,lip,14
2893,instructions,14
2894,sky,14
2895,bumps,14
2896,spinning,14
2897,woof,14
2898,university,14
2899,steak,14
2900,catching,14
2901,hooked,14
2902,period,14
2903,museum,14
2904,sheets,14
2905,woods,14
2906,cappella,14
2907,weigh,14
2908,chef,14
2909,exchange,14
2910,dressing,14
2911,staples,14
2912,nana,14
2913,slack,14
2914,license,14
2915,applaud,14
2916,obama,14
2917,theater,14
2918,fashioned,14
2919,jeans,14
2920,ethics,14
2921,propose,14
2922,built,14
2923,valuable,14
2924,beauty,14
2925,counting,14
2926,wins,14
2927,trade,14
2928,basement,14
2929,parkour,14
2930,clicks,14
2931,soy,14
2932,notebook,14
2933,union,14
2934,wishes,14
2935,mixed,14
2936,awareness,14
2937,sandals,14
2938,inner,14
2939,0,14
2940,loss,14
2941,marks,14
2942,andys,14
2943,stayed,14
2944,dunno,14
2945,benefits,14
2946,belong,14
2947,whatcha,14
2948,stone,14
2949,trap,14
2950,modern,14
2951,scare,14
2952,temporary,14
2953,meal,14
2954,refrigerator,14
2955,willy,14
2956,gettysburg,14
2957,command,14
2958,carefully,14
2959,waving,14
2960,largest,14
2961,section,14
2962,powerpoint,14
2963,strange,14
2964,bratton,14
2965,hardly,14
2966,poop,14
2967,pretzel,14
2968,potato,14
2969,pole,14
2970,spoon,14
2971,swank,14
2972,disagree,14
2973,signing,14
2974,shirley,14
2975,investment,14
2976,talkin,14
2977,noticing,14
2978,lessons,14
2979,recorder,14
2980,machines,14
2981,jimmy,14
2982,hillary,14
2983,strip,14
2984,washington,14
2985,picnic,14
2986,ghost,14
2987,asks,14
2988,headed,14
2989,material,14
2990,strike,14
2991,palmer,14
2992,boner,14
2993,susan,14
2994,sandwiches,14
2995,terrific,14
2996,ruined,14
2997,timing,14
2998,forced,14
2999,storms,14
3000,motel,13
3001,painful,13
3002,thrilled,13
3003,heavily,13
3004,jet,13
3005,whistle,13
3006,unison,13
3007,recording,13
3008,bruce,13
3009,offices,13
3010,sketch,13
3011,flips,13
3012,privately,13
3013,families,13
3014,terribly,13
3015,cafe,13
3016,simply,13
3017,actions,13
3018,wonka,13
3019,rat,13
3020,sexually,13
3021,uhhh,13
3022,snap,13
3023,snickers,13
3024,chapter,13
3025,distance,13
3026,players,13
3027,karaoke,13
3028,lipton,13
3029,magical,13
3030,bowling,13
3031,ability,13
3032,nerd,13
3033,students,13
3034,parent,13
3035,infinity,13
3036,backwards,13
3037,familiar,13
3038,dwights,13
3039,reaching,13
3040,vagina,13
3041,cameras,13
3042,rush,13
3043,shelter,13
3044,yogurt,13
3045,grill,13
3046,rum,13
3047,received,13
3048,diet,13
3049,candles,13
3050,upper,13
3051,frame,13
3052,stronger,13
3053,owned,13
3054,negative,13
3055,murmurs,13
3056,shred,13
3057,schools,13
3058,hunt,13
3059,items,13
3060,confusing,13
3061,bin,13
3062,suspect,13
3063,deeply,13
3064,oil,13
3065,addition,13
3066,brains,13
3067,shuts,13
3068,television,13
3069,convince,13
3070,troops,13
3071,dummy,13
3072,fairy,13
3073,innocent,13
3074,havent,13
3075,pot,13
3076,subject,13
3077,er,13
3078,solved,13
3079,lackawanna,13
3080,cheap,13
3081,shark,13
3082,teddy,13
3083,british,13
3084,depends,13
3085,string,13
3086,pencils,13
3087,beeping,13
3088,personality,13
3089,snacks,13
3090,economy,13
3091,cheating,13
3092,troy,13
3093,depressed,13
3094,expression,13
3095,sarcastically,13
3096,haircut,13
3097,hugging,13
3098,compared,13
3099,di,13
3100,reams,13
