term_str,term_rank,n,p,i,n_chars,max_pos_group,max_pos,n_pos_group,n_pos,stop,porter_stem,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
slut,4613,7,8.919185805752874e-06,16.774656550615216,4,NN,NN,2,2,0,slut,7,13.063130209755002,91.44191146828501,1,0,1,0,0,1,0,0,0,0,-1
erotic,4614,7,8.919185805752874e-06,16.774656550615216,6,JJ,JJ,2,2,0,erot,7,13.063130209755002,91.44191146828501,0,1,0,0,1,1,1,0,1,1,0
eager,4616,7,8.919185805752874e-06,16.774656550615216,5,JJ,JJ,2,2,0,eager,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,1,1,1
lowest,4631,7,8.919185805752874e-06,16.774656550615216,6,JJ,JJS,2,2,0,lowest,7,13.063130209755002,91.44191146828501,0,0,0,0,0,1,0,1,0,0,-1
accomplished,4643,7,8.919185805752874e-06,16.774656550615216,12,VB,VBD,2,3,0,accomplish,7,13.063130209755002,91.44191146828501,0,0,0,0,1,0,1,0,0,0,1
humble,4645,7,8.919185805752874e-06,16.774656550615216,6,JJ,JJ,1,1,0,humbl,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,1,1,0,0,0
burnt,4647,7,8.919185805752874e-06,16.774656550615216,5,NN,NN,3,5,0,burnt,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,0,0,0,0,-1
distracted,4655,7,8.919185805752874e-06,16.774656550615216,10,VB,VBN,2,2,0,distract,6,13.28552263109145,79.71313578654869,1,0,0,0,0,1,0,0,0,0,-1
celebrity,4660,7,8.919185805752874e-06,16.774656550615216,9,NN,NN,1,1,0,celebr,7,13.063130209755002,91.44191146828501,1,1,1,0,1,1,1,0,1,1,0
unique,4669,7,8.919185805752874e-06,16.774656550615216,6,JJ,JJ,2,2,0,uniqu,7,13.063130209755002,91.44191146828501,0,0,0,0,0,0,1,0,1,0,1
thoughtful,4683,7,8.919185805752874e-06,16.774656550615216,10,JJ,JJ,1,1,0,thought,7,13.063130209755002,91.44191146828501,0,0,0,0,0,0,1,0,0,1,1
bummer,4685,7,8.919185805752874e-06,16.774656550615216,6,NN,NN,1,2,0,bummer,7,13.063130209755002,91.44191146828501,1,0,1,0,0,1,0,0,0,0,-1
chuckle,4688,7,8.919185805752874e-06,16.774656550615216,7,VB,VBP,3,3,0,chuckl,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,1,1,1
develop,4718,7,8.919185805752874e-06,16.774656550615216,7,VB,VB,1,2,0,develop,7,13.063130209755002,91.44191146828501,0,1,0,0,0,0,1,0,0,0,1
grenade,4719,7,8.919185805752874e-06,16.774656550615216,7,NN,NN,1,1,0,grenad,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,0,0,0,-1
beating,4725,7,8.919185805752874e-06,16.774656550615216,7,NN,NN,2,2,0,beat,7,13.063130209755002,91.44191146828501,1,0,0,1,0,1,0,1,0,0,-1
traitor,4733,7,8.919185805752874e-06,16.774656550615216,7,NN,NN,1,1,0,traitor,4,13.870485131812606,55.48194052725042,1,0,1,1,0,1,0,1,0,0,-1
ignorant,4735,7,8.919185805752874e-06,16.774656550615216,8,JJ,JJ,3,3,0,ignor,7,13.063130209755002,91.44191146828501,0,0,1,0,0,1,0,0,0,0,-1
dawn,4736,7,8.919185805752874e-06,16.774656550615216,4,NN,NN,1,1,0,dawn,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,1,1,1
excitement,4746,7,8.919185805752874e-06,16.774656550615216,10,NN,NN,1,2,0,excit,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,1,0,1
flirt,4747,7,8.919185805752874e-06,16.774656550615216,5,VB,VB,2,3,0,flirt,7,13.063130209755002,91.44191146828501,0,1,0,0,1,1,1,0,1,1,0
demand,4754,7,8.919185805752874e-06,16.774656550615216,6,VB,NN,2,3,0,demand,7,13.063130209755002,91.44191146828501,1,0,0,0,0,1,0,0,0,0,-1
curse,4756,7,8.919185805752874e-06,16.774656550615216,5,NN,NN,1,2,0,curs,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,1,0,0,-1
worn,4778,7,8.919185805752874e-06,16.774656550615216,4,VB,VBN,2,4,0,worn,7,13.063130209755002,91.44191146828501,0,0,0,0,0,1,0,1,0,0,-1
spirits,4779,7,8.919185805752874e-06,16.774656550615216,7,NN,NNS,1,1,0,spirit,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,1,0,1
experienced,4782,7,8.919185805752874e-06,16.774656550615216,11,VB,VBD,2,2,0,experienc,7,13.063130209755002,91.44191146828501,0,0,0,0,0,0,1,0,0,1,1
cradle,4802,7,8.919185805752874e-06,16.774656550615216,6,NN,NN,1,2,0,cradl,7,13.063130209755002,91.44191146828501,0,1,0,0,1,0,1,0,0,1,1
disappointing,4814,7,8.919185805752874e-06,16.774656550615216,13,JJ,JJ,2,2,0,disappoint,6,13.28552263109145,79.71313578654869,0,0,0,0,0,1,0,1,0,0,-1
pirate,4841,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,2,3,0,pirat,6,13.28552263109145,79.71313578654869,1,0,0,0,0,1,0,0,0,0,-1
accountable,4855,6,7.645016404931035e-06,16.997048971951664,11,JJ,JJ,1,1,0,account,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
tragedy,4861,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,2,2,0,tragedi,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,1,0,0,-1
donkey,4863,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,donkey,5,13.548557036925244,67.74278518462621,0,0,1,0,0,1,0,0,0,0,-1
glare,4866,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,2,2,0,glare,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,0,0,0,-1
vampire,4867,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,1,2,0,vampir,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,0,0,0,-1
mistress,4870,6,7.645016404931035e-06,16.997048971951664,8,NN,NN,1,2,0,mistress,6,13.28552263109145,79.71313578654869,1,0,1,0,0,1,0,0,0,0,-1
sunset,4873,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,sunset,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,0,1
wreck,4879,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,1,1,0,wreck,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,1,1,0,-1
overwhelmed,4881,6,7.645016404931035e-06,16.997048971951664,11,JJ,JJ,2,2,0,overwhelm,6,13.28552263109145,79.71313578654869,0,0,0,0,0,1,0,1,0,0,-1
intelligence,4882,6,7.645016404931035e-06,16.997048971951664,12,NN,NN,1,1,0,intellig,6,13.28552263109145,79.71313578654869,0,0,0,1,1,0,1,0,0,1,1
whore,4883,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,2,2,0,whore,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,0,0,0,0,-1
intimate,4896,6,7.645016404931035e-06,16.997048971951664,8,JJ,JJ,2,2,0,intim,6,13.28552263109145,79.71313578654869,0,1,0,0,1,0,1,0,0,1,1
disorder,4938,6,7.645016404931035e-06,16.997048971951664,8,NN,NN,1,1,0,disord,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
delightful,4958,6,7.645016404931035e-06,16.997048971951664,10,JJ,JJ,2,2,0,delight,6,13.28552263109145,79.71313578654869,0,1,0,0,1,0,1,0,0,1,1
adventure,4963,6,7.645016404931035e-06,16.997048971951664,9,NN,NN,1,1,0,adventur,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,0,1
gambling,4967,6,7.645016404931035e-06,16.997048971951664,8,NN,NN,2,2,0,gambl,6,13.28552263109145,79.71313578654869,0,1,0,0,0,1,0,0,1,0,-1
fellow,4972,6,7.645016404931035e-06,16.997048971951664,6,JJ,JJ,2,2,0,fellow,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
horrified,4989,6,7.645016404931035e-06,16.997048971951664,9,VB,VBD,2,3,0,horrifi,4,13.870485131812606,55.48194052725042,0,0,0,1,0,1,0,0,0,0,-1
nursery,4990,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,1,1,0,nurseri,6,13.28552263109145,79.71313578654869,0,0,0,0,1,0,1,0,0,1,1
entertainment,5013,6,7.645016404931035e-06,16.997048971951664,13,NN,NN,1,1,0,entertain,6,13.28552263109145,79.71313578654869,0,1,0,0,1,0,1,0,1,1,1
respects,5022,6,7.645016404931035e-06,16.997048971951664,8,NN,NNS,2,2,0,respect,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
production,5023,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,1,1,0,product,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,0,1
unfortunate,5030,6,7.645016404931035e-06,16.997048971951664,11,JJ,JJ,1,1,0,unfortun,6,13.28552263109145,79.71313578654869,0,0,0,0,0,1,0,1,0,0,-1
experiment,5037,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,2,3,0,experi,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,0,0,1,0,0
corpse,5044,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,corps,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,0,1,0,0,-1
spider,5054,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,2,0,spider,6,13.28552263109145,79.71313578654869,0,0,1,1,0,0,0,0,0,0,0
truce,5055,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,1,1,0,truce,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,1,1
resign,5059,6,7.645016404931035e-06,16.997048971951664,6,VB,VB,1,1,0,resign,4,13.870485131812606,55.48194052725042,1,0,1,1,0,1,0,1,0,0,-1
combat,5087,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,2,2,0,combat,5,13.548557036925244,67.74278518462621,1,0,0,1,0,1,0,0,0,0,-1
patient,5100,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,2,2,0,patient,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,0,1
tender,5105,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,tender,6,13.28552263109145,79.71313578654869,0,0,0,0,1,0,1,0,0,1,1
crunch,5106,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,2,2,0,crunch,5,13.548557036925244,67.74278518462621,1,0,0,0,0,1,0,0,0,0,-1
bait,5123,6,7.645016404931035e-06,16.997048971951664,4,NN,NN,2,2,0,bait,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,0,0,1,-1
cursed,5128,6,7.645016404931035e-06,16.997048971951664,6,VB,VBN,2,2,0,curs,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,1,0,0,-1
fatty,5130,6,7.645016404931035e-06,16.997048971951664,5,NN,NNP,3,4,0,fatti,5,13.548557036925244,67.74278518462621,0,0,1,0,0,1,0,1,0,0,-1
wireless,5153,6,7.645016404931035e-06,16.997048971951664,8,NN,NN,2,2,0,wireless,6,13.28552263109145,79.71313578654869,1,1,0,0,0,0,1,0,1,0,1
saber,5163,6,7.645016404931035e-06,16.997048971951664,5,NN,NNP,2,3,0,saber,5,13.548557036925244,67.74278518462621,1,0,0,1,0,1,0,0,0,0,-1
versus,5167,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,2,4,0,versu,6,13.28552263109145,79.71313578654869,1,0,0,0,0,1,0,0,0,0,-1
hurting,5177,6,7.645016404931035e-06,16.997048971951664,7,VB,VBG,2,2,0,hurt,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,1,0,0,-1
violent,5184,6,7.645016404931035e-06,16.997048971951664,7,JJ,JJ,1,1,0,violent,6,13.28552263109145,79.71313578654869,1,0,1,1,0,1,0,0,1,0,-1
enthusiasm,5185,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,2,2,0,enthusiasm,6,13.28552263109145,79.71313578654869,0,1,0,0,1,0,1,0,1,0,1
confusion,5199,6,7.645016404931035e-06,16.997048971951664,9,NN,NN,1,1,0,confus,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,0,0,0,-1
thief,5205,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,1,1,0,thief,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,1,1,0,-1
hostage,5213,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,1,1,0,hostag,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,0,0,0,-1
advance,5216,6,7.645016404931035e-06,16.997048971951664,7,NN,NN,3,3,0,advanc,6,13.28552263109145,79.71313578654869,0,1,0,1,1,0,1,0,1,0,1
warn,5223,6,7.645016404931035e-06,16.997048971951664,4,VB,VB,1,1,0,warn,6,13.28552263109145,79.71313578654869,0,1,0,1,0,1,0,0,1,1,-1
fee,5229,6,7.645016404931035e-06,16.997048971951664,3,NN,NN,1,1,0,fee,6,13.28552263109145,79.71313578654869,1,0,0,0,0,1,0,0,0,0,-1
butler,5267,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,butler,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
disabled,5270,6,7.645016404931035e-06,16.997048971951664,8,JJ,JJ,2,3,0,disabl,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,1,0,0,-1
buck,5275,6,7.645016404931035e-06,16.997048971951664,4,NN,NNP,2,3,0,buck,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,1,0,1,0,0
miserable,5277,6,7.645016404931035e-06,16.997048971951664,9,JJ,JJ,2,2,0,miser,6,13.28552263109145,79.71313578654869,1,0,1,0,0,1,0,1,0,0,-1
distracting,5280,6,7.645016404931035e-06,16.997048971951664,11,VB,VBG,2,2,0,distract,6,13.28552263109145,79.71313578654869,1,1,0,0,0,1,0,0,0,0,-1
integrity,5310,6,7.645016404931035e-06,16.997048971951664,9,NN,NN,1,2,0,integr,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
injured,5320,6,7.645016404931035e-06,16.997048971951664,7,VB,JJ,2,3,0,injur,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,1,0,0,-1
unpleasant,5321,6,7.645016404931035e-06,16.997048971951664,10,JJ,JJ,1,1,0,unpleas,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,0,1,0,0,-1
dictionary,5323,6,7.645016404931035e-06,16.997048971951664,10,JJ,JJ,2,3,0,dictionari,4,13.870485131812606,55.48194052725042,0,0,0,0,0,0,1,0,0,1,1
loneliness,5327,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,1,1,0,loneli,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,1,0,0,-1
influence,5336,6,7.645016404931035e-06,16.997048971951664,9,NN,NN,2,2,0,influenc,6,13.28552263109145,79.71313578654869,0,0,0,0,0,1,1,0,0,0,0
slave,5337,6,7.645016404931035e-06,16.997048971951664,5,NN,NN,2,4,0,slave,6,13.28552263109145,79.71313578654869,1,0,0,1,0,1,0,1,0,0,-1
invitation,5339,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,1,1,0,invit,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,0,1
calculator,5349,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,1,1,0,calcul,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
confession,5352,6,7.645016404931035e-06,16.997048971951664,10,NN,NN,1,1,0,confess,6,13.28552263109145,79.71313578654869,0,1,0,1,0,1,0,1,1,0,-1
constant,5357,6,7.645016404931035e-06,16.997048971951664,8,JJ,JJ,2,2,0,constant,6,13.28552263109145,79.71313578654869,0,0,0,0,0,0,1,0,0,1,1
incest,5359,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,2,2,0,incest,4,13.870485131812606,55.48194052725042,1,0,1,1,0,1,0,1,0,0,-1
encourage,5360,6,7.645016404931035e-06,16.997048971951664,9,VB,VB,1,2,0,encourag,6,13.28552263109145,79.71313578654869,0,0,0,0,1,0,1,0,0,1,1
puppy,5366,6,7.645016404931035e-06,16.997048971951664,5,JJ,JJ,2,2,0,puppi,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,0,1,1
remains,5379,6,7.645016404931035e-06,16.997048971951664,7,VB,VBZ,2,2,0,remain,6,13.28552263109145,79.71313578654869,0,0,1,1,0,1,1,0,0,1,0
liquor,5382,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,liquor,6,13.28552263109145,79.71313578654869,1,0,0,0,1,1,0,1,0,0,-1
happily,5387,6,7.645016404931035e-06,16.997048971951664,7,RB,RB,2,2,0,happili,6,13.28552263109145,79.71313578654869,0,0,0,0,1,0,1,0,0,0,1
erratic,5392,6,7.645016404931035e-06,16.997048971951664,7,JJ,JJ,2,3,0,errat,5,13.548557036925244,67.74278518462621,0,0,0,0,0,1,0,0,1,0,-1
wicked,5400,6,7.645016404931035e-06,16.997048971951664,6,JJ,JJ,3,3,0,wick,6,13.28552263109145,79.71313578654869,0,0,0,1,0,1,0,0,0,0,-1
inspired,5401,6,7.645016404931035e-06,16.997048971951664,8,VB,VBN,2,3,0,inspir,6,13.28552263109145,79.71313578654869,0,0,0,0,1,0,1,0,1,1,1
reliable,5402,6,7.645016404931035e-06,16.997048971951664,8,JJ,JJ,1,1,0,reliabl,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
wizard,5411,6,7.645016404931035e-06,16.997048971951664,6,NN,NN,1,1,0,wizard,6,13.28552263109145,79.71313578654869,0,1,0,0,0,0,1,0,1,0,1
termination,5412,6,7.645016404931035e-06,16.997048971951664,11,NN,NN,1,1,0,termin,5,13.548557036925244,67.74278518462621,0,0,0,0,0,1,0,1,0,0,-1
lemon,5415,6,7.645016404931035e-06,16.997048971951664,5,JJ,JJ,2,3,0,lemon,6,13.28552263109145,79.71313578654869,0,0,1,0,0,1,0,0,0,0,-1
doomsday,5422,6,7.645016404931035e-06,16.997048971951664,8,JJ,JJ,2,2,0,doomsday,6,13.28552263109145,79.71313578654869,1,1,1,1,0,1,0,1,0,0,-1
crucial,5436,5,6.370847004109196e-06,17.26008337778546,7,JJ,JJ,1,1,0,crucial,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
gasping,5438,5,6.370847004109196e-06,17.26008337778546,7,VB,VBG,2,2,0,gasp,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
sneeze,5442,5,6.370847004109196e-06,17.26008337778546,6,VB,VB,3,3,0,sneez,4,13.870485131812606,55.48194052725042,0,0,1,0,0,1,0,0,1,0,-1
disturbed,5444,5,6.370847004109196e-06,17.26008337778546,9,VB,VBN,2,3,0,disturb,5,13.548557036925244,67.74278518462621,1,0,0,0,0,1,0,1,0,0,-1
unknown,5453,5,6.370847004109196e-06,17.26008337778546,7,JJ,JJ,1,1,0,unknown,5,13.548557036925244,67.74278518462621,0,1,0,1,0,1,0,0,0,0,-1
hobby,5464,5,6.370847004109196e-06,17.26008337778546,5,NN,NN,1,1,0,hobbi,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,0,1
hobo,5496,5,6.370847004109196e-06,17.26008337778546,4,NN,NN,2,2,0,hobo,5,13.548557036925244,67.74278518462621,0,0,0,0,0,1,0,1,0,0,-1
don,5500,5,6.370847004109196e-06,17.26008337778546,3,NN,NNP,3,4,1,don,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
giggle,5502,5,6.370847004109196e-06,17.26008337778546,6,VB,VBP,2,4,0,giggl,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,0,1
authentic,5506,5,6.370847004109196e-06,17.26008337778546,9,JJ,JJ,1,1,0,authent,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,1,1
lawsuit,5508,5,6.370847004109196e-06,17.26008337778546,7,NN,NN,1,1,0,lawsuit,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,1,1,0,-1
chaos,5511,5,6.370847004109196e-06,17.26008337778546,5,NN,NN,1,1,0,chao,4,13.870485131812606,55.48194052725042,1,0,0,1,0,1,0,1,0,0,-1
frustration,5515,5,6.370847004109196e-06,17.26008337778546,11,NN,NN,1,1,0,frustrat,5,13.548557036925244,67.74278518462621,1,0,0,0,0,1,0,0,0,0,-1
confirmed,5520,5,6.370847004109196e-06,17.26008337778546,9,VB,VBD,1,2,0,confirm,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
nameless,5528,5,6.370847004109196e-06,17.26008337778546,8,JJ,JJ,1,1,0,nameless,5,13.548557036925244,67.74278518462621,0,0,1,0,0,1,0,0,0,0,-1
organ,5531,5,6.370847004109196e-06,17.26008337778546,5,NN,NN,2,2,0,organ,5,13.548557036925244,67.74278518462621,0,1,0,0,1,0,0,0,0,0,0
torture,5533,5,6.370847004109196e-06,17.26008337778546,7,NN,NN,1,1,0,tortur,5,13.548557036925244,67.74278518462621,1,1,1,1,0,1,0,1,0,0,-1
tickle,5535,5,6.370847004109196e-06,17.26008337778546,6,VB,VB,2,2,0,tickl,5,13.548557036925244,67.74278518462621,0,1,0,0,1,0,1,0,1,1,1
denied,5551,5,6.370847004109196e-06,17.26008337778546,6,VB,VBN,2,3,0,deni,4,13.870485131812606,55.48194052725042,0,0,0,0,0,1,0,1,0,0,-1
violence,5578,5,6.370847004109196e-06,17.26008337778546,8,NN,NN,1,1,0,violenc,5,13.548557036925244,67.74278518462621,1,0,0,1,0,1,0,1,0,0,-1
abandon,5582,5,6.370847004109196e-06,17.26008337778546,7,VB,VB,2,2,0,abandon,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,1,0,0,-1
cocaine,5606,5,6.370847004109196e-06,17.26008337778546,7,NN,NN,1,1,0,cocain,4,13.870485131812606,55.48194052725042,0,0,0,0,0,1,0,1,0,0,-1
horrifying,5607,5,6.370847004109196e-06,17.26008337778546,10,VB,VBG,2,2,0,horrifi,5,13.548557036925244,67.74278518462621,0,0,1,1,0,1,0,1,0,0,-1
amen,5608,5,6.370847004109196e-06,17.26008337778546,4,NN,NNS,1,1,0,amen,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,1,1
seal,5621,5,6.370847004109196e-06,17.26008337778546,4,NN,NN,2,3,0,seal,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
flu,5622,5,6.370847004109196e-06,17.26008337778546,3,NN,NN,1,2,0,flu,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
superstitious,5625,5,6.370847004109196e-06,17.26008337778546,13,JJ,JJ,1,1,0,superstiti,5,13.548557036925244,67.74278518462621,0,1,0,1,0,1,0,0,0,0,-1
liberty,5639,5,6.370847004109196e-06,17.26008337778546,7,NN,NN,1,1,0,liberti,5,13.548557036925244,67.74278518462621,0,1,0,0,1,0,1,0,1,1,1
aggressive,5646,5,6.370847004109196e-06,17.26008337778546,10,JJ,JJ,1,1,0,aggress,5,13.548557036925244,67.74278518462621,1,0,0,1,0,1,0,0,0,0,-1
bothering,5655,5,6.370847004109196e-06,17.26008337778546,9,VB,VBG,1,1,0,bother,5,13.548557036925244,67.74278518462621,1,0,0,0,0,1,0,1,0,0,-1
respectful,5659,5,6.370847004109196e-06,17.26008337778546,10,JJ,JJ,1,1,0,respect,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
bacteria,5673,5,6.370847004109196e-06,17.26008337778546,8,NN,NNS,1,2,0,bacteria,5,13.548557036925244,67.74278518462621,0,0,1,1,0,1,0,1,0,0,-1
coma,5688,5,6.370847004109196e-06,17.26008337778546,4,NN,NN,1,1,0,coma,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,1,0,0,-1
deadly,5693,5,6.370847004109196e-06,17.26008337778546,6,RB,RB,2,2,0,deadli,5,13.548557036925244,67.74278518462621,1,0,1,1,0,1,0,1,0,0,-1
wisdom,5698,5,6.370847004109196e-06,17.26008337778546,6,NN,NN,1,1,0,wisdom,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
whip,5704,5,6.370847004109196e-06,17.26008337778546,4,NN,NN,2,3,0,whip,5,13.548557036925244,67.74278518462621,1,0,0,0,0,1,0,0,0,0,-1
anxious,5723,5,6.370847004109196e-06,17.26008337778546,7,JJ,JJ,1,1,0,anxiou,5,13.548557036925244,67.74278518462621,0,1,0,1,0,1,0,0,0,0,-1
erase,5744,5,6.370847004109196e-06,17.26008337778546,5,VB,VB,2,2,0,eras,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
admirable,5748,5,6.370847004109196e-06,17.26008337778546,9,JJ,JJ,2,2,0,admir,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,1,1
intended,5754,5,6.370847004109196e-06,17.26008337778546,8,VB,VBD,1,2,0,intend,5,13.548557036925244,67.74278518462621,0,1,0,0,0,0,1,0,0,0,1
ashes,5772,5,6.370847004109196e-06,17.26008337778546,5,NN,NNS,1,2,0,ash,5,13.548557036925244,67.74278518462621,0,0,0,0,0,1,0,1,0,0,-1
cement,5777,5,6.370847004109196e-06,17.26008337778546,6,NN,NN,1,1,0,cement,5,13.548557036925244,67.74278518462621,0,1,0,0,0,0,0,0,0,1,0
helper,5807,5,6.370847004109196e-06,17.26008337778546,6,NN,NN,1,1,0,helper,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
aloha,5808,5,6.370847004109196e-06,17.26008337778546,5,NN,NNP,1,2,0,aloha,3,14.28552263109145,42.856567893274345,0,1,0,0,1,0,1,0,0,0,1
hazard,5823,5,6.370847004109196e-06,17.26008337778546,6,NN,NN,1,1,0,hazard,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
uncanny,5838,5,6.370847004109196e-06,17.26008337778546,7,NN,NN,2,2,0,uncanni,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,1,0,-1
spine,5853,5,6.370847004109196e-06,17.26008337778546,5,NN,NN,1,1,0,spine,4,13.870485131812606,55.48194052725042,1,0,0,0,0,1,1,0,0,0,0
inspiration,5857,5,6.370847004109196e-06,17.26008337778546,11,NN,NN,1,1,0,inspir,5,13.548557036925244,67.74278518462621,0,1,0,0,1,0,1,0,0,0,1
suspension,5861,5,6.370847004109196e-06,17.26008337778546,10,NN,NN,1,1,0,suspens,5,13.548557036925244,67.74278518462621,0,0,0,1,0,1,0,0,0,0,-1
stroke,5873,5,6.370847004109196e-06,17.26008337778546,6,NN,NN,2,2,0,stroke,4,13.870485131812606,55.48194052725042,0,0,0,1,0,1,0,1,0,0,-1
obnoxious,5875,5,6.370847004109196e-06,17.26008337778546,9,JJ,JJ,1,1,0,obnoxi,5,13.548557036925244,67.74278518462621,1,0,1,0,0,1,0,1,0,0,-1
worrying,5880,5,6.370847004109196e-06,17.26008337778546,8,VB,VBG,2,2,0,worri,5,13.548557036925244,67.74278518462621,0,1,0,1,0,1,0,1,0,0,-1
blessed,5881,5,6.370847004109196e-06,17.26008337778546,7,VB,VBN,3,3,0,bless,5,13.548557036925244,67.74278518462621,0,0,0,0,1,0,1,0,0,0,1
modest,5888,5,6.370847004109196e-06,17.26008337778546,6,JJ,JJ,1,1,0,modest,5,13.548557036925244,67.74278518462621,0,0,0,0,0,0,1,0,0,1,1
